Song,Artist,Failed Reason
Stayin' Alive,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Macarena,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
The Locomotion,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
What'd I Say,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Rhythm Is a Dancer,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Can't Get You Out of My Head,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Never Can Say Goodbye,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Twist and Shout,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Twisting the Night Away,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Let's Twist Again,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Hit the Road Jack,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Last Night a D.J. Saved My Life,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Waiting for Tonight,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
I Will Survive,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Hot Stuff,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,Every channel is None or video duration is not between 60 and 600 seconds
Hot Stuff,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Boogie Wonderland,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,Every channel is None or video duration is not between 60 and 600 seconds
Boogie Wonderland,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Flashdance (What a Feeling),#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
I Wanna Dance With Somebody,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Knock On Wood,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Lady (Hear Me Tonight),#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,Every channel is None or video duration is not between 60 and 600 seconds
Lady (Hear Me Tonight),#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Respect,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
Mr Saxobeat,#1 Hits Now| 60's 70's 80's 90's Hits| Todays Hits,No suitable video
I Kissed a Girl,#1 Hits Now| Cover Nation| The Cover Lovers,No suitable video
Empire State of Mind (2013 Version),#1 Hits Now| Cover Nation| The Cover Lovers,No suitable video
Black Coffee in Bed,#1 Hits Now| Cover Pop| Afternoon Acoustic,No suitable video
I Will Follow You Into the Dark,#1 Hits Now| Cover Pop| Afternoon Acoustic,Every channel is None or video duration is not between 60 and 600 seconds
I Will Follow You Into the Dark,#1 Hits Now| Cover Pop| Afternoon Acoustic,No suitable video
Stand By Me,#1 Hits Now| Cover Pop| Afternoon Acoustic,No suitable video
A Thousand Miles (House Remix),#1 Hits Now| Ibiza Chill Out| DJ ReMix Factory,No suitable video
My Only (House Remix),#1 Hits Now| Ibiza Chill Out| DJ ReMix Factory,Every channel is None or video duration is not between 60 and 600 seconds
My Only (House Remix),#1 Hits Now| Ibiza Chill Out| DJ ReMix Factory,No suitable video
Empire State of Mind (Part II) Broken (House Remix),#1 Hits Now| Ibiza Chill Out| DJ ReMix Factory,No suitable video
Show Me Love,#1 Hits Now| Ibiza Chill Out| DJ ReMix Factory,No suitable video
Juicy Wiggle,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Duele el Corazon,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
This One's for You,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Lean On,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Five More Hours,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
I Don't Like It| I Love It,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Trumpets,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
This Girl,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Ain't Your Mama,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Mi Amor,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
How Deep is Your love,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Bachata,#1 Hits Now| Todays Hits| Dance Hits 2015,Every channel is None or video duration is not between 60 and 600 seconds
Bachata,#1 Hits Now| Todays Hits| Dance Hits 2015,No suitable video
Baila Conmigo,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
Phoenix Rising,#1 Hits Now| Ibiza Dance Party| Party Hit Kings,No suitable video
This One's for You,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,Every channel is None or video duration is not between 60 and 600 seconds
This One's for You,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Serial Killer,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
No Problem,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,Every channel is None or video duration is not between 60 and 600 seconds
No Problem,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Side to Side,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,Every channel is None or video duration is not between 60 and 600 seconds
Side to Side,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Messin' Around,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Funkytown,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
True Colors,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,Every channel is None or video duration is not between 60 and 600 seconds
True Colors,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Never Can Say Goodbye,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Never Can Say Goodbye,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
I Will Survive,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Up Up and Away,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,Every channel is None or video duration is not between 60 and 600 seconds
Up Up and Away,#1 Hits Now| Todays Hits| Ibiza Fitness Music Workout,No suitable video
Night Fever,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Night Fever,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Ring My Bell,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Stomp!,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Love to Love You Baby,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Love to Love You Baby,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Just an Illusion,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Let's All Chant,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Le Freak,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Knock On Wood,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Last Night a D.J. Saved My Life,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Boogie Wonderland,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Where Is My Man,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Where Is My Man,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Bad Girls,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Ladies Night,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Ladies Night,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Daddy Cool,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Daddy Cool,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Stayin' Alive,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,Every channel is None or video duration is not between 60 and 600 seconds
Stayin' Alive,#1 Hits Now| Ultimate Dance Hits| 60's 70's 80's 90's Hits,No suitable video
Mary| Did You Know,#1 Holiday,No suitable video
Crew Love (Drake Feat. The Weeknd Remake Instrumental),#1 Hits,No suitable video
Happy Christmas (War Is Over),#1 Holiday,Every channel is None or video duration is not between 60 and 600 seconds
Happy Christmas (War Is Over),#1 Holiday,No suitable video
Christmas Tree,#1 Holiday,No suitable video
Blue Christmas (Originally Performed By Elvis Presley) [Karaoke Version,#1 Holiday Carolers,Every channel is None or video duration is not between 60 and 600 seconds
Blue Christmas (Originally Performed By Elvis Presley) [Karaoke Version,#1 Holiday Carolers,No suitable video
Happy Christmas (Originally Performed By John Lennon) [Karaoke Version],#1 Holiday Carolers,No suitable video
Christmas Day (Originally Performed By Dido) [Karaoke Version],#1 Holiday Carolers,Every channel is None or video duration is not between 60 and 600 seconds
Christmas Day (Originally Performed By Dido) [Karaoke Version],#1 Holiday Carolers,No suitable video
Christmas Tree (Originally Performed By Lady Gaga) [Karaoke Version],#1 Holiday Carolers,Every channel is None or video duration is not between 60 and 600 seconds
Christmas Tree (Originally Performed By Lady Gaga) [Karaoke Version],#1 Holiday Carolers,No suitable video
Angel (Karaoke Tribute to Javier Colon),#1 Karaoke Hits,No suitable video
Portable Table Saw,#1 Sound Effects,No suitable video
Deck the Halls (Originally Performed By Frank Sinatra) [Karaoke Version],#1 Holiday Carolers,Every channel is None or video duration is not between 60 and 600 seconds
Deck the Halls (Originally Performed By Frank Sinatra) [Karaoke Version],#1 Holiday Carolers,No suitable video
Dog Growling,#1 Sound Effects,No suitable video
Jeep Horn,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Jeep Horn,#1 Sound Effects,No suitable video
Sneeze,#1 Sound Effects,No suitable video
Mariner Mars Probe,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Mariner Mars Probe,#1 Sound Effects,No suitable video
Tires Screeching,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Tires Screeching,#1 Sound Effects,No suitable video
Geese 2,#1 Sound Effects,No suitable video
Foghorn,#1 Sound Effects,No suitable video
Canary Trills 2,#1 Sound Effects,No suitable video
Rifle Shots,#1 Sound Effects,No suitable video
Reveille,#1 Sound Effects,No suitable video
Sonic Boom,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Sonic Boom,#1 Sound Effects,No suitable video
Electric Train,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Electric Train,#1 Sound Effects,No suitable video
Air Compressor,#1 Sound Effects,No suitable video
Twangs and Bongs,#1 Sound Effects,No suitable video
Dialing #3 On Pulse Telephone,#1 Sound Effects,No suitable video
Popping Cork Out of Bottle,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Popping Cork Out of Bottle,#1 Sound Effects,No suitable video
Children At a Baloon Launch,#1 Sound Effects,No suitable video
Car Starting,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Car Starting,#1 Sound Effects,No suitable video
Warning Alarm,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Warning Alarm,#1 Sound Effects,No suitable video
Man Running,#1 Sound Effects,No suitable video
A Train,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
A Train,#1 Sound Effects,No suitable video
Forest,#1 Sound Effects,No suitable video
Cobra Snake Striking,#1 Sound Effects,No suitable video
Grinding Metal,#1 Sound Effects,No suitable video
In the Air Tonight #1 Top Hit Instrumental (feat. Parody Kings U.S.A),#1 Top Hit Instrumentals,Every channel is None or video duration is not between 60 and 600 seconds
In the Air Tonight #1 Top Hit Instrumental (feat. Parody Kings U.S.A),#1 Top Hit Instrumentals,No suitable video
Inception,#27,No suitable video
Car Horn Honking,#1 Sound Effects,Every channel is None or video duration is not between 60 and 600 seconds
Car Horn Honking,#1 Sound Effects,No suitable video
One Pound Fish Instrumental Tribute (feat. Parody Kings U.S.A),#1 Top Hit Instrumentals,No suitable video
Don't Wake Me Up,#27,No suitable video
Make a Stand (feat. Mr. Madpac & Zefrá),#Ffwd,No suitable video
Flatline (feat. Big Keys),#Iamcj,Every channel is None or video duration is not between 60 and 600 seconds
Flatline (feat. Big Keys),#Iamcj,No suitable video
Будь собой,#BSM,No suitable video
Jimmy Choos,#808swiffydabeatgod,Every channel is None or video duration is not between 60 and 600 seconds
Jimmy Choos,#808swiffydabeatgod,No suitable video
Soo Baad,#Iamcj,Every channel is None or video duration is not between 60 and 600 seconds
Soo Baad,#Iamcj,No suitable video
Aw Man (Remix),#CCC,No suitable video
BOURNE Like This Ft. New5ense,#BOOTYBUSTERS,No suitable video
America,#HashtagAmerica,Every channel is None or video duration is not between 60 and 600 seconds
America,#HashtagAmerica,No suitable video
Truffle Butter (Remix),#CCC,No suitable video
Pink Lemonade,#Iamcj,Every channel is None or video duration is not between 60 and 600 seconds
Pink Lemonade,#Iamcj,No suitable video
So Beautiful (Skin Deep),#Iamcj,Every channel is None or video duration is not between 60 and 600 seconds
So Beautiful (Skin Deep),#Iamcj,No suitable video
Intro (Turn It Up),#Iamcj,Every channel is None or video duration is not between 60 and 600 seconds
Intro (Turn It Up),#Iamcj,No suitable video
Fantasizing,#Iamcj,No suitable video
#HolUp,#Lightshow,No suitable video
She'll Be Coming 'Round the Mountain,#Nursery Rhymes,No suitable video
Go Crazy (feat. Nba Jae),#MrJackson248,No suitable video
Going to the Zoo,#Nursery Rhymes,No suitable video
Everyday,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Everyday,#TheRealQuino,No suitable video
Gotta Show Me,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Gotta Show Me,#TheRealQuino,No suitable video
Where I Stand,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Where I Stand,#TheRealQuino,No suitable video
Svart guld,#PROJEKTET,No suitable video
Frog Went A-Courtin,#Nursery Rhymes,No suitable video
Say You Want Me,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Say You Want Me,#TheRealQuino,No suitable video
The Alphabet Song ABC,#Nursery Rhymes,No suitable video
All Day All Week (interlude),#OccupySaxMan,Every channel is None or video duration is not between 60 and 600 seconds
All Day All Week (interlude),#OccupySaxMan,No suitable video
The Revelation is the Revolution (intro),#OccupySaxMan,Every channel is None or video duration is not between 60 and 600 seconds
The Revelation is the Revolution (intro),#OccupySaxMan,No suitable video
PowerLines,#ProphetBeats,No suitable video
Outta the South Kak,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Outta the South Kak,#TheRealQuino,No suitable video
Can't Wait,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
Can't Wait,#TheRealQuino,No suitable video
Come as You Are,#TheRealQuino,Every channel is None or video duration is not between 60 and 600 seconds
